x0000,y0000
0.0357596483,-0.3338021384
0.0357987298,-0.2597650056
0.0358378114,-0.2418563186
0.0358768930,-0.2239476316
0.0359159746,-0.1920614329
0.0359550562,-0.0867932972
0.0359941378,-0.0483551398
0.0360332193,0.0497058414
0.0360723009,-0.2335571710
0.0361113825,-0.1946822163
0.0361504641,-0.0544703012
0.0361895457,-0.1835438866
0.0362286273,-0.1134379290
0.0362677088,-0.2460058924
0.0363067904,-0.3399172998
0.0363458720,-0.2763633009
0.0363849536,-0.2442587035
0.0364240352,-0.2752713078
0.0364631168,-0.1525312823
0.0365021983,-0.2743977133
0.0365412799,0.0160724536
0.0365803615,-0.0573094833
0.0366194431,-0.1724055569
0.0366585247,-0.2665353629
0.0366976063,-0.1612672272
0.0367366878,0.0278659792
0.0367757694,0.045337869
0.0368148510,-0.1645432065
0.0368539326,-0.2864096375
0.0368930142,-0.2335571710
0.0369320957,-0.2401091297
0.0369711773,0.0084285019
0.0370102589,0.0818104388
0.0370493405,0.0431538827
0.0370884221,-0.0721605895
0.0371275037,0.0293947696
0.0371665852,-0.0581830777
0.0372056668,0.001439746
0.0372447484,-0.0859197027
0.03728383,-0.1206450836
0.0373229116,0.0403147007
0.0373619932,0.0121412785
0.0374010747,0.0400963020
0.0374401563,0.0680513256
0.0374792379,-0.0160321437
0.0375183195,-0.0265152776
0.0375574011,-0.0824253248
0.0375964827,-0.0332856349
0.0376355642,-0.1451057292
0.0376746458,-0.008388192
0.0377137274,0.0405330993
0.037752809,0.1381572832
