x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005
,,,,1753100085.026,0.65,,,,,,
,,,,1753100100.416,0.65,,,,,,
,,,,1753100115.806,0.65,,,,,,
,,,,1753100131.196,0.65,,,,,,
,,,,1753100146.586,0.65,,,,,,
,,,,1753100161.976,0.65,,,,,,
,,,,1753100177.366,0.65,,,,,,
,,,,1753100192.756,0.64,,,,,,
,,,,1753100208.146,0.65,,,,,,
,,,,1753100223.536,0.65,,,,,,
,,,,1753100238.926,0.65,,,,,,
,,,,1753100254.325,0.65,,,,,,
,,,,1753100269.716,0.65,,,,,,
,,,,1753100285.106,0.65,,,,,,
,,,,1753100300.496,0.65,,,,,,
,,,,1753100315.886,0.65,,,,,,
,,,,1753100331.276,0.65,,,,,,
,,,,1753100346.676,0.64,,,,,,
,,,,1753100362.066,0.64,,,,,,
,,,,1753100377.456,0.65,,,,,,
,,,,1753100392.846,0.65,,,,,,
,,,,1753100408.236,0.65,,,,,,
,,,,1753100423.626,0.65,,,,,,
,,,,1753100439.016,0.64,,,,,,
,,,,1753100454.406,0.65,,,,,,
,,,,1753100482.046,0.65,,,,,,
,,,,1753100497.436,0.65,,,,,,
,,,,1753100512.826,0.65,,,,,,
,,,,1753100528.216,0.65,,,,,,
,,,,1753100543.606,0.64,,,,,,
,,,,1753100558.996,0.65,,,,,,
,,,,1753100574.387,0.65,,,,,,
,,,,1753100589.776,0.65,,,,,,
,,,,1753100605.166,0.65,,,,,,
,,,,1753100620.556,0.65,,,,,,
,,,,1753100635.955,0.66,,,,,,
,,,,1753100647.996,0.64,,,,,,
,,,,1753100663.386,0.65,,,,,,
,,,,1753100678.776,0.65,,,,,,
,,,,1753100694.166,0.65,,,,,,
,,,,1753100709.556,0.65,,,,,,
,,,,1753100724.946,0.65,,,,,,
,,,,1753100740.336,0.66,,,,,,
,,,,1753100755.726,0.65,,,,,,
,,,,1753100771.116,0.65,,,,,,
,,,,1753100786.516,0.65,,,,,,
,,,,1753100801.906,0.66,,,,,,
,,,,1753100817.296,0.66,,,,,,
,,,,1753100832.686,0.65,,,,,,
,,,,1753100848.076,0.66,,,,,,
,,,,1753100863.467,0.66,,,,,,
,,,,1753100878.856,0.65,,,,,,
,,,,1753100894.246,0.65,,,,,,
,,,,1753100909.636,0.65,,,,,,
,,,,1753100925.026,0.65,,,,,,
,,,,1753100940.416,0.65,,,,,,
,,,,1753100955.806,0.64,,,,,,
,,,,1753100971.196,0.65,,,,,,
,,,,1753100986.586,0.64,,,,,,
,,,,1753101001.976,0.64,,,,,,
,,,,1753101017.366,0.65,,,,,,
,,,,1753101032.756,0.65,,,,,,
,,,,1753101048.155,0.65,,,,,,
,,,,1753101063.546,0.65,,,,,,
,,,,1753101078.936,0.65,,,,,,
,,,,1753101094.326,0.65,,,,,,
,,,,1753101109.716,0.65,,,,,,
,,,,1753101125.106,0.65,,,,,,
,,,,1753101140.506,0.65,,,,,,
,,,,1753101155.896,0.66,,,,,,
,,,,1753101171.286,0.65,,,,,,
,,,,1753101198.926,0.65,,,,,,
,,,,1753101214.316,0.66,,,,,,
,,,,1753101229.706,0.65,,,,,,
,,,,1753101245.096,0.65,,,,,,
,,,,1753101260.486,0.65,,,,,,
,,,,1753101275.876,0.65,,,,,,
,,,,1753101291.266,0.64,,,,,,
,,,,1753101306.656,0.65,,,,,,
,,,,1753101322.046,0.65,,,,,,
,,,,1753101337.436,0.65,,,,,,
,,,,1753101352.826,0.65,,,,,,
,,,,1753101364.866,0.65,,,,,,
,,,,1753101380.256,0.65,,,,,,
,,,,1753101395.646,0.65,,,,,,
,,,,1753101411.036,0.65,,,,,,
,,,,1753101426.426,0.65,,,,,,
,,,,1753101441.816,0.66,,,,,,
,,,,1753101457.208,0.66,,,,,,
,,,,1753101472.596,0.65,,,,,,
,,,,1753101487.986,0.66,,,,,,
,,,,1753101503.376,0.65,,,,,,
,,,,1753101518.766,0.66,,,,,,
,,,,1753101534.156,0.65,,,,,,
,,,,1753101549.555,0.66,,,,,,
,,,,1753101564.946,0.66,,,,,,
,,,,1753101580.336,0.66,,,,,,
,,,,1753101595.726,0.66,,,,,,
,,,,1753101611.116,0.66,,,,,,
,,,,1753101626.506,0.66,,,,,,
,,,,1753101641.896,0.66,,,,,,
,,,,1753101657.286,0.66,,,,,,
,,,,1753101672.676,0.66,,,,,,
,,,,1753101688.066,0.65,,,,,,
,,,,1753101703.456,0.65,,,,,,
,,,,1753101718.846,0.65,,,,,,
,,,,1753101734.236,0.66,,,,,,
,,,,1753101749.626,0.65,,,,,,
,,,,1753101765.016,0.65,,,,,,
,,,,1753101780.406,0.66,,,,,,
,,,,1753101795.796,0.66,,,,,,
,,,,1753101811.186,0.65,,,,,,
,,,,1753101826.576,0.66,,,,,,
,,,,1753101841.966,0.65,,,,,,
,,,,1753101857.356,0.66,,,,,,
,,,,1753101872.746,0.65,,,,,,
,,,,1753101888.136,0.65,,,,,,
,,,,1753101915.776,0.65,,,,,,
,,,,1753101931.166,0.65,,,,,,
,,,,1753101946.556,0.65,,,,,,
,,,,1753101961.946,0.66,,,,,,
,,,,1753101977.336,0.65,,,,,,
,,,,1753101992.726,0.65,,,,,,
,,,,1753102008.116,0.65,,,,,,
,,,,1753102023.516,0.65,,,,,,
,,,,1753102038.906,0.65,,,,,,
,,,,1753102054.296,0.65,,,,,,
,,,,1753102069.686,0.66,,,,,,
,,,,1753102081.726,0.65,,,,,,
,,,,1753102097.116,0.65,,,,,,
,,,,1753102112.506,0.65,,,,,,
,,,,1753102127.896,0.65,,,,,,
,,,,1753102143.296,0.65,,,,,,
,,,,1753102158.686,0.66,,,,,,
,,,,1753102174.076,0.65,,,,,,
,,,,1753102189.466,0.65,,,,,,
,,,,1753102204.856,0.65,,,,,,
,,,,1753102220.246,0.65,,,,,,
,,,,1753102235.636,0.66,,,,,,
,,,,1753102251.026,0.66,,,,,,
,,,,1753102266.416,0.65,,,,,,
,,,,1753102281.806,0.65,,,,,,
,,,,1753102297.196,0.65,,,,,,
,,,,1753102312.586,0.65,,,,,,
,,,,1753102327.976,0.65,,,,,,
,,,,1753102343.366,0.65,,,,,,
,,,,1753102358.756,0.65,,,,,,
,,,,1753102374.146,0.65,,,,,,
,,,,1753102389.536,0.65,,,,,,
,,,,1753102404.926,0.64,,,,,,
,,,,1753102420.316,0.64,,,,,,
,,,,1753102435.706,0.65,,,,,,
,,,,1753102451.096,0.65,,,,,,
,,,,1753102466.496,0.65,,,,,,
,,,,1753102481.886,0.64,,,,,,
,,,,1753102497.276,0.65,,,,,,
,,,,1753102512.666,0.64,,,,,,
,,,,1753102528.056,0.65,,,,,,
,,,,1753102543.446,0.65,,,,,,
,,,,1753102558.836,0.65,,,,,,
,,,,1753102574.226,0.64,,,,,,
,,,,1753102589.616,0.64,,,,,,
,,,,1753102605.006,0.65,,,,,,
,,,,1753102632.646,0.65,,,,,,
,,,,1753102648.036,0.65,,,,,,
,,,,1753102663.426,0.64,,,,,,
,,,,1753102678.816,0.64,,,,,,
,,,,1753102694.215,0.64,,,,,,
,,,,1753102709.606,0.65,,,,,,
,,,,1753102724.997,0.64,,,,,,
,,,,1753102740.386,0.64,,,,,,
,,,,1753102755.776,0.64,,,,,,
,,,,1753102771.166,0.64,,,,,,
,,,,1753102786.556,0.65,,,,,,
,,,,1753102798.596,0.64,,,,,,
,,,,1753102813.986,0.64,,,,,,
,,,,1753102829.376,0.65,,,,,,
,,,,1753102844.766,0.64,,,,,,
,,,,1753102860.156,0.64,,,,,,
,,,,1753102875.556,0.64,,,,,,
,,,,1753102890.946,0.64,,,,,,
,,,,1753102906.346,0.64,,,,,,
,,,,1753102921.736,0.64,,,,,,
,,,,1753102937.126,0.64,,,,,,
,,,,1753102952.516,0.64,,,,,,
,,,,1753102967.906,0.64,,,,,,
,,,,1753102983.296,0.64,,,,,,
,,,,1753102998.686,0.64,,,,,,
,,,,1753103014.076,0.64,,,,,,
,,,,1753103029.466,0.64,,,,,,
,,,,1753103044.846,0.64,,,,,,
,,,,1753103060.236,0.64,,,,,,
,,,,1753103075.626,0.64,,,,,,
,,,,1753103091.016,0.64,,,,,,
,,,,1753103106.406,0.64,,,,,,
,,,,1753103121.796,0.64,,,,,,
,,,,1753103137.187,0.64,,,,,,
,,,,1753103152.576,0.64,,,,,,
,,,,1753103167.966,0.64,,,,,,
,,,,1753103183.356,0.64,,,,,,
,,,,1753103198.746,0.64,,,,,,
,,,,1753103214.136,0.64,,,,,,
,,,,1753103229.536,0.64,,,,,,
,,,,1753103244.926,0.64,,,,,,
,,,,1753103260.326,0.64,,,,,,
,,,,1753103275.716,0.63,,,,,,
,,,,1753103291.106,0.64,,,,,,
,,,,1753103306.496,0.64,,,,,,
,,,,1753103321.886,0.64,,,,,,
,,,,1753103349.526,0.64,,,,,,
,,,,1753103364.916,0.64,,,,,,
,,,,1753103380.306,0.64,,,,,,
,,,,1753103395.696,0.64,,,,,,
,,,,1753103411.086,0.63,,,,,,
,,,,1753103426.476,0.64,,,,,,
,,,,1753103441.866,0.64,,,,,,
,,,,1753103457.257,0.64,,,,,,
,,,,1753103472.646,0.63,,,,,,
,,,,1753103488.036,0.63,,,,,,
,,,,1753103503.426,0.63,,,,,,
,,,,1753103515.466,0.63,,,,,,
,,,,1753103530.856,0.62,,,,,,
,,,,1753103546.246,0.63,,,,,,
,,,,1753103561.636,0.63,,,,,,
,,,,1753103577.035,0.63,,,,,,
,,,,1753103592.426,0.63,,,,,,
,,,,1753103607.816,0.63,,,,,,
,,,,1753103623.206,0.63,,,,,,
,,,,1753103638.597,0.64,,,,,,
,,,,1753103653.986,0.64,,,,,,
,,,,1753103669.376,0.63,,,,,,
,,,,1753103684.766,0.63,,,,,,
,,,,1753103700.156,0.64,,,,,,
,,,,1753103715.546,0.64,,,,,,
,,,,1753103730.926,0.63,,,,,,
,,,,1753103746.316,0.63,,,,,,
,,,,1753103761.706,0.63,,,,,,
,,,,1753103777.096,0.63,,,,,,
,,,,1753103792.486,0.63,,,,,,
,,,,1753103807.876,0.63,,,,,,
,,,,1753103823.266,0.63,,,,,,
,,,,1753103838.656,0.64,,,,,,
,,,,1753103854.046,0.63,,,,,,
,,,,1753103869.436,0.63,,,,,,
,,,,1753103884.826,0.64,,,,,,
,,,,1753103900.216,0.64,,,,,,
,,,,1753103915.606,0.64,,,,,,
,,,,1753103930.996,0.64,,,,,,
,,,,1753103946.386,0.64,,,,,,
,,,,1753103961.777,0.63,,,,,,
,,,,1753103977.166,0.64,,,,,,
,,,,1753103992.556,0.63,,,,,,
,,,,1753104007.945,0.63,,,,,,
,,,,1753104023.336,0.64,,,,,,
,,,,1753104038.726,0.64,,,,,,
,,,,1753104066.376,0.64,,,,,,
,,,,1753104081.766,0.64,,,,,,
,,,,1753104097.156,0.63,,,,,,
,,,,1753104112.546,0.63,,,,,,
,,,,1753104127.936,0.63,,,,,,
,,,,1753104143.326,0.63,,,,,,
,,,,1753104158.716,0.63,,,,,,
,,,,1753104174.106,0.63,,,,,,
,,,,1753104189.496,0.63,,,,,,
,,,,1753104204.886,0.63,,,,,,
,,,,1753104220.276,0.63,,,,,,
,,,,1753104232.316,0.63,,,,,,
,,,,1753104247.706,0.63,,,,,,
,,,,1753104263.096,0.63,,,,,,
,,,,1753104278.486,0.64,,,,,,
,,,,1753104293.876,0.63,,,,,,
,,,,1753104309.266,0.64,,,,,,
,,,,1753104324.656,0.63,,,,,,
,,,,1753104340.046,0.64,,,,,,
,,,,1753104355.436,0.63,,,,,,
,,,,1753104370.826,0.63,,,,,,
,,,,1753104386.216,0.63,,,,,,
,,,,1753104401.606,0.63,,,,,,
,,,,1753104416.996,0.63,,,,,,
,,,,1753104432.395,0.63,,,,,,
,,,,1753104447.786,0.63,,,,,,
,,,,1753104463.177,0.63,,,,,,
,,,,1753104478.566,0.63,,,,,,
,,,,1753104493.956,0.64,,,,,,
,,,,1753104509.346,0.63,,,,,,
,,,,1753104524.746,0.63,,,,,,
,,,,1753104540.136,0.63,,,,,,
,,,,1753104555.526,0.63,,,,,,
,,,,1753104570.916,0.62,,,,,,
,,,,1753104586.306,0.63,,,,,,
,,,,1753104601.696,0.63,,,,,,
,,,,1753104617.086,0.63,,,,,,
